1712345,崇明,金珠花苑 婚装,二室二厅,4,93,190万元,房产中介
1712344,崇明,明月苑送大露台,未填,6,104,208万元,房产中介
1712343,崇明,玉环路双学房,二室二厅,5,77,185万元,房产中介
1712342,崇明,明月苑送15平方,二室二厅,6,104,208万元,房产中介
1712341,崇明,南门路,三室一厅,6,98,198万元,房产中介
1712340,崇明,湄洲新村精装西,未填,1,85,190万元,房产中介
1712339,崇明,湄洲新村,未填,2,78,178万元,房产中介
1712338,崇明,玉环新村精装@,二室二厅,4,87,180万元,房产中介
1712337,崇明,明南佳苑,三室二厅,2,110,190万元,房产中介
1712336,崇明,江山新村,未填,2,82,185万元,房产中介
1712335,崇明,海岛星城 顶送阁,三室二厅,6复7,103,200万元,房产中介
1712334,崇明,明月苑 飞机房形,三室二厅,2,115,260万元,房产中介
1712333,崇明,甘霖坊急售,未填,4,101,230万元,房产中介
1712332,崇明,东怡祥居精装,三室二厅,3,148,370万元,房产中介
1712331,崇明,明月苑,一室一厅,1 前无遮挡,63,158万元,房产中介
1712330,崇明,明南佳苑 顶送阁,三室二厅,4复5,107,180万元,房产中介
1712240,崇明,管弄 双南,二室一厅,5,62,155万元,房产中介
1712239,崇明,西门北村,未填,5,40,85万元,房产中介
1712237,崇明,东门新村,二室二厅,5,82,175万元,房产中介
1712236,崇明,北门一村G,一室一厅,1,35,90万元,房产中介
1712235,崇明,急售观潮新村,三室一厅,2,78,165万元,房产中介
1712234,崇明,管弄,二室一厅,6,63,142万元,房产中介
1712233,崇明,西门北村,二室一厅,5,48,108万元,房产中介
1712232,崇明,北门一村,二室一厅,5,50,115万元,房产中介
1712231,崇明,西门南村,二室一厅,3,56,116万元,房产中介
1712230,崇明,明珠花园,三室二厅,2,123,210万元,房产中介
1712227,崇明,江山新村双南,二室一厅,4,70,175万元,房产中介
1712226,崇明,北门一村精装xx,二室一厅,6婚房,63,128万元,房产中介
1712225,崇明,寒山寺6,二室一厅,2,51,125万元,房产中介
1712222,崇明,小港新村,二室一厅,4,62,116万元,房产中介
1712220,崇明,西门南村独门独户,二室一厅,3,56,116万元,房产中介
1712219,崇明,湄洲新村精装@,二室一厅,3,78,178万元,房产中介
1712218,崇明,海岛星城急售,二室二厅,3,85,205万元,房产中介
1712217,崇明,北门二村精装修@,二室一厅,5,50,105万元,房产中介
1712216,崇明,海岛星城急售,三室二厅,6,103,210万元,房产中介
1712215,崇明,西门北村G,二室一厅,6,55,130万元,房产中介
1712214,崇明,绿地一期,二室二厅,2,88,240万元,房产中介
1712213,崇明,静南一期G,三室二厅,4,107,180万元,房产中介
1712212,崇明,西门北村,一室一厅,6,40,90万元,房产中介
1712211,崇明,达安别墅 c3,其他,1-3,90,385万元,房产中介
1712210,崇明,金珠,二室二厅,5,93,165万元,房产中介
1712271,崇明,明月苑(小鹿),三室二厅,5,121,285万元,房产中介
1712270,崇明,海岛星城,二室二厅,3,86,205万元,房产中介
1712269,崇明,学宫（小鹿）,二室一厅,1,60,148万元,房产中介
1712268,崇明,老物华双南,二室二厅,3,80,190万元,房产中介
1712267,崇明,西门北村,二室户,4,45,96万元,房产中介
1712266,崇明,学宫新村（小鹿）,三室一厅,6,85,172万元,房产中介
1712265,崇明,玉环新村双南,二室一厅,4,72,175万元,房产中介
1712263,崇明,永凤花苑,三室一厅,6,92,200万元,房产中介
1712262,崇明,八一路,二室一厅,4,46,95万元,房产中介
1712261,崇明,江海名都毛坯@,二室二厅,2,89,238万元,房产中介
1712260,崇明,永凤花苑,三室一厅,3,91,200万元,房产中介
1712259,崇明,玉环新村,二室一厅,5,67,133万元,房产中介
1712258,崇明,永凤花苑,三室一厅,4,84,195万元,房产中介
1712257,崇明,金珠花苑,三室二厅,6,88,155万元,房产中介
1712256,崇明,永凤花苑,三室一厅,3,100,233万元,房产中介
1712255,崇明,学宫新村,二室一厅,1,62,160万元,房产中介
1712252,崇明,金珠（小鹿）,二室二厅,5,93,163万元,房产中介
1712251,崇明,西门路公房,二室一厅,4,53,106万元,房产中介
1712250,崇明,金珠（小鹿）,二室二厅,6,88,155万元,房产中介
1712249,崇明,中津桥路,二室户,4,36,80万元,房产中介
1712247,崇明,江海名都,二室二厅,2,88,238万元,房产中介
1712246,崇明,新华书店 双南,二室一厅,4,46,95万元,房产中介
1712244,崇明,小西泯沟,一室一厅,2,40,92万元,房产中介
1712243,崇明,小西民沟（小鹿）,一室一厅,2,40,92万元,房产中介
1712242,崇明,明月苑,三室二厅,2,115,260万元,房产中介
1712329,崇明,小港新村双南,未填,4,63,113万元,房产中介
1712328,崇明,明南佳苑 急卖,二室二厅,2,91,148万元,房产中介
1712327,崇明,湄洲新村t,三室一厅,2,88,210万元,房产中介
1712326,崇明,沁园村精装,三室二厅,6,129,320万元,房产中介
1712325,崇明,天赐景成,三室二厅,1 前无遮挡,116,328万元,房产中介
1712324,崇明,明珠急卖,未填,3,101,180万元,房产中介
1712323,崇明,玉环新村 双南,二室一厅,5,62,130万元,房产中介
1712322,崇明,西湄洲新村t,三室一厅,4,89,218万元,房产中介
1712321,崇明,小西泯沟急售,三室一厅,4,98,192万元,房产中介
1712320,崇明,湄洲新村 双东门,二室一厅,5,78,170万元,房产中介
1712319,崇明,明南精装二期,未填,4,82,158万元,房产中介
1712318,崇明,甘霖访 顶送阁楼,三室二厅,6复7,128,260万元,房产中介
1712316,崇明,明南二期急售,未填,1,89,152万元,房产中介
1712315,崇明,宝岛xx,二室二厅,3,96,235万元,房产中介
1712313,崇明,金珠急卖,未填,5,93,163万元,房产中介
1712312,崇明,江山新村t,二室二厅,1,65,152万元,房产中介
1712311,崇明,明珠花园,二室二厅,2,119,215万元,房产中介
1712309,崇明,"单价1,6万",二室一厅,2,57,93万元,房产中介
1712308,崇明,甘霖坊急卖可谈,未填,1,104,218万元,房产中介
1712307,崇明,管弄 面砖房,二室一厅,2,51,123万元,房产中介
1712304,崇明,管弄双南,未填,4,59,129万元,房产中介
1712303,崇明,西门南村,二室一厅,3,56,120万元,房产中介
1712302,崇明,管弄,未填,2,51,123万元,房产中介
1712300,崇明,海岛星城,三室二厅,1 前无遮挡,101,198万元,房产中介
1712299,崇明,永凤花园t,三室一厅,3,103,242万元,房产中介
1712183,崇明,物华新村xx,三室一厅,1看中可谈,92,210万元,房产中介
1712182,崇明,玉环新村,二室一厅,4,62,140万元,房产中介
1712181,崇明,寒山寺路xx,二室一厅,2双南,52,130万元,房产中介
1712180,崇明,观潮新村t,二室二厅,2,78,175万元,房产中介
1712178,崇明,学宫新村双南急卖,三室一厅,1,85,168万元,房产中介
1712177,崇明,广安苑2Gt,二室二厅,5,82,210万元,房产中介
1712176,崇明,西门南村t,一室一厅,2,40,95万元,房产中介
1712175,崇明,明珠,其他,6复7,197,235万元,房产中介
1712174,崇明,新崇中路精装急卖,二室户,6,45,95万元,房产中介
1712173,崇明,小西民沟t,一室一厅,2,40,94万元,房产中介
1712172,崇明,中江山,三室一厅,1,80,170万元,房产中介
1712171,崇明,西门南村小户型,一室一厅,4,38,88万元,房产中介
1712170,崇明,江山新村t,三室一厅,2,83,200万元,房产中介
1712169,崇明,东门新村,二室一厅,1,71,140万元,房产中介
1712168,崇明,金珠花园t,三室二厅,4,115,115万元,房产中介
1712167,崇明,海岛新城优惠房,三室二厅,6,103,215万元,房产中介
1712166,崇明,海岛精装修房,未填,3,86,208万元,房产中介
1712165,崇明,金珠花园t,二室二厅,4,93,190万元,房产中介
1712164,崇明,明南二期优惠房,二室二厅,1,78,155万元,房产中介
1712163,崇明,绿地一期精装修房,二室二厅,3,88,235万元,房产中介
1712162,崇明,湄洲新村双南房,二室一厅,5,73,165万元,房产中介
1712161,崇明,西门南村优惠房,二室一厅,3,56,120万元,房产中介
1712160,崇明,东怡祥居多套急卖,三室二厅,1,118,247万元,房产中介
1712159,崇明,急售万安仓5楼,二室一厅,5,54,125万元,房产中介
1712158,崇明,小港新村急卖,三室一厅,3,78,150万元,房产中介
1712209,崇明,西门北村G 多套,二室一厅,1,52,123万元,房产中介
1712207,崇明,学宫新村,三室一厅,1,85,170万元,房产中介
1712206,崇明,管弄G,二室一厅,2,51,125万元,房产中介
1712205,崇明,酱园弄G,二室一厅,6,72,158万元,房产中介
1712204,崇明,西门北村急卖,二室一厅,6,60,122万元,房产中介
1712203,崇明,江山新村6,三室一厅,4,92,210万元,房产中介
1712202,崇明,怡祥居 G,二室二厅,3,91,210万元,房产中介
1712201,崇明,明珠花园急卖,二室二厅,3,101,190万元,房产中介
1712200,崇明,东门新村G,二室一厅,3,60,140万元,房产中介
1712199,崇明,东门新村G,三室一厅,4,72,165万元,房产中介
1712198,崇明,西门南村急卖,二室一厅,3,56,120万元,房产中介
1712197,崇明,玉环新村G,三室一厅,2,80,195万元,房产中介
1712196,崇明,玉环新村G,二室一厅,4,62,140万元,房产中介
1712195,崇明,海岛新城精装,二室一厅,6,86,200万元,房产中介
1712194,崇明,玉环新村G,二室一厅,2,67,146万元,房产中介
1712193,崇明,永凤花园精装,三室二厅,4,148,298万元,房产中介
1712192,崇明,西门北村精装急卖,二室一厅,6,60,130万元,房产中介
1712191,崇明,明月苑 G,二室二厅,6,81,210万元,房产中介
1712190,崇明,西门南村双南急卖,二室一厅,5,50,116万元,房产中介
1712189,崇明,海岛星城G,三室二厅,6,103,210万元,房产中介
1712188,崇明,明南二期,二室二厅,4,82,160万元,房产中介
1712187,崇明,西门路双南急卖,二室一厅,4,64,160万元,房产中介
1712186,崇明,海岛星城G,二室一厅,1,85,175万元,房产中介
1712185,崇明,明南二期精装修,二室二厅,3,91,168万元,房产中介
1712184,崇明,北门二村精装,二室一厅,5,50,105万元,房产中介
1712157,崇明,明月苑(小鹿),三室二厅,3,123,280万元,房产中介
1712156,崇明,小港新村双南精装,二室一厅,3,62,118万元,房产中介
1712155,崇明,湄洲新村（小鹿）,二室一厅,5,78,175万元,房产中介
1712154,崇明,湄洲新村（小鹿）,二室一厅,2,78,179万元,房产中介
1712153,崇明,广安苑一期精装,二室二厅,3,94,235万元,房产中介
1712152,崇明,中江山（小鹿）,三室一厅,5,83,185万元,房产中介
1712151,崇明,中江山（小鹿）,三室一厅,2,82,185万元,房产中介
1712150,崇明,急售中江山2楼,三室一厅,2,82,185万元,房产中介
1712149,崇明,小港新村双南急卖,二室一厅,4,62,113万元,房产中介
1712148,崇明,玉环新村双南急卖可谈,未填,5,63,129万元,房产中介
1712147,崇明,江山新村,二室二厅,2,83,200万元,房产中介
1712146,崇明,中津桥路,一室一厅,4,40,83万元,房产中介
1712145,崇明,湄洲新村,二室二厅,6,95,200万元,房产中介
1712143,崇明,东门新村精装,未填,2,54,125万元,房产中介
1712142,崇明,寒山寺,三室一厅,6,92,175万元,房产中介
1712140,崇明,东门新村精装双南,未填,5,63,120万元,房产中介
1712139,崇明,小港双南,二室一厅,4,62,116万元,房产中介
1712138,崇明,南门新村JS,二室一厅,5,55,128万元,房产中介
1712136,崇明,新东门JS,二室二厅,1,101,230万元,房产中介
1712134,崇明,海岛精装,三室二厅,6,103,208万元,房产中介
1712132,崇明,海岛,二室二厅,3,86,205万元,房产中介
1712131,崇明,明珠电梯房精装,未填,2,119,202万元,房产中介
1712129,崇明,明月苑JS,二室一厅,4,80,205万元,房产中介
1712128,崇明,庙镇大街,一室一厅,2,38,42万元,房产中介
1712127,崇明,中江山新村JS,二室一厅,5,70,168万元,房产中介
1712126,崇明,湄洲新村,二室一厅,5,78,175万元,房产中介
1712125,崇明,北门二村双南,二室一厅,3,48,120万元,房产中介
1712124,崇明,寒山寺双南JS,二室一厅,2,51,128万元,房产中介
1712123,崇明,育才路,三室一厅,4,80,180万元,房产中介
1712122,崇明,玉环新村JS,二室一厅,4,62,140万元,房产中介
1712121,崇明,玉环路,三室一厅,2,77,168万元,房产中介
1712120,崇明,急售崇安路5楼,二室一厅,5,52,108万元,房产中介
1712119,崇明,东门新村双南JS,二室一厅,5,57,125万元,房产中介
1712118,崇明,江山新村,三室一厅,2,82,188万元,房产中介
1712117,崇明,寒山寺,二室一厅,2,52,128万元,房产中介
1712116,崇明,永凤花苑急售,三室二厅,1,127,265万元,房产中介
1712115,崇明,东门新村,二室一厅,5,63,120万元,房产中介
1712113,崇明,北门一村JS,一室一厅,3,40,98万元,房产中介
1712111,崇明,东门新村,二室一厅,2,54,126万元,房产中介
1712109,崇明,玉环新村,二室一厅,5,62,129万元,房产中介
1712107,崇明,八一路,一室一厅,2,36,90万元,房产中介
1712106,崇明,广安苑【二期】精,二室二厅,6,106,215万元,房产中介
1712105,崇明,北门一村,一室一厅,5,35,83万元,房产中介
1712104,崇明,急售西门北村4楼,二室一厅,4,51,115万元,房产中介
1712103,崇明,玉环新村精装,二室二厅,4,86,185万元,房产中介
1712102,崇明,江山新村【中】,三室一厅,2,82,185万元,房产中介
1712100,崇明,管弄,二室一厅,6,63,148万元,房产中介
1712099,崇明,明珠花园,二室二厅,3,101,180万元,房产中介
1712097,崇明,急售西湄州二楼,三室一厅,2,78,180万元,房产中介
1712096,崇明,湄洲新村【西】,二室一厅,6,77,165万元,房产中介
1712066,崇明,新崇西路双南急卖,三室一厅,4,75,182万元,房产中介
1712065,崇明,明月苑精装双南,二室二厅,6,90,210万元,房产中介
1712064,崇明,明月苑急卖,二室二厅,6,85,196万元,房产中介
1712063,崇明,门面,一室一厅,1看中可谈,36,125万元,房产中介
1712061,崇明,金珠精装修,三室二厅,3,96,200万元,房产中介
1712060,崇明,明月苑精装双南,三室二厅,2飞机式,115,260万元,房产中介
1712058,崇明,西门南村精装双南,二室一厅,6,48,115万元,房产中介
1712056,崇明,西门南村精装急卖,二室户,2,46,115万元,房产中介
1712055,崇明,新崇中路面砖xx,二室一厅,4双南关门卖,60,150万元,房产中介
1712052,崇明,甘霖坊,二室二厅,6,94,208万元,房产中介
1712050,崇明,东门新村独门xx,二室一厅,3,72,145万元,房产中介
1712049,崇明,明月苑,二室二厅,6,104,210万元,房产中介
1712048,崇明,西门南村独门xx,二室一厅,2双南,56,118万元,房产中介
1712047,崇明,新崇西路精装,三室一厅,4,88,208万元,房产中介
1712046,崇明,玉环新村,三室一厅,5,78,160万元,房产中介
1712045,崇明,物华新村xx,二室一厅,3,63,135万元,房产中介
1712044,崇明,新崇西路精装,三室二厅,3,115,260万元,房产中介
1712043,崇明,湄洲精装,二室二厅,3,98,240万元,房产中介
1712042,崇明,西门北村精装急卖,二室户,4,40,103万元,房产中介
1712041,崇明,永凤花苑精装,三室一厅,3,93,125万元,房产中介
1712040,崇明,明珠花园,三室二厅,1,117,200万元,房产中介
1712039,崇明,永凤花苑精装,三室一厅,4,95,220万元,房产中介
1712038,崇明,西门北村精装急卖,二室一厅,1,45,120万元,房产中介
1712037,崇明,永凤花苑精装,三室一厅,2,91,218万元,房产中介
1712036,崇明,永凤花苑精装,三室二厅,1,127,260万元,房产中介
1712095,崇明,江山新村【中】,三室一厅,1,80,170万元,房产中介
1712094,崇明,绿地二期豪装,二室二厅,2,88,255万元,房产中介
1712093,崇明,小港双楠,二室一厅,2,67,140万元,房产中介
1712092,崇明,崇安路,二室户,3,40,100万元,房产中介
1712091,崇明,达安C3别墅豪装ok,三室二厅,1十3,90,430万元,房产中介
1712090,崇明,湄洲新村西精装,二室一厅,2,78,182万元,房产中介
1712089,崇明,达安御庭1楼豪装ok,三室一厅,1,91,290万元,房产中介
1712088,崇明,管弄精装,二室一厅,2,51,125万元,房产中介
1712087,崇明,金月湾精装,四室二厅,5,166,460万元,房产中介
1712086,崇明,金珠,二室二厅,4,88,180万元,房产中介
1712085,崇明,急售新物华4楼,二室二厅,4,97,205万元,房产中介
1712084,崇明,明南佳苑,二室二厅,4,81,158万元,房产中介
1712082,崇明,西门北村双楠精装,二室一厅,4,48,118万元,房产中介
1712079,崇明,广安苑二期精装ok,二室二厅,5,82,208万元,房产中介
1712078,崇明,北门二村,二室一厅,5,50,112万元,房产中介
1712077,崇明,绿地商务楼,一室一厅,5,35,65万元,房产中介
1712076,崇明,金珠精装,三室二厅,3,96,200万元,房产中介
1712075,崇明,明月苑,三室二厅,3,123,290万元,房产中介
1712074,崇明,西门南村独门独户,二室一厅,5,56,118万元,房产中介
1712073,崇明,富民街,三室一厅,4,88,230万元,房产中介
1712072,崇明,明珠复式ok,其他,6复7,193,210万元,房产中介
1712070,崇明,静南,三室二厅,5-6,123,250万元,房产中介
1712069,崇明,兴贤街,二室一厅,2,61,156万元,房产中介
1712068,崇明,金珠花园双南急卖,三室二厅,6带阁楼,102,188万元,房产中介
1712067,崇明,金珠花园双南急卖,三室二厅,2,120,230万元,房产中介
1712006,崇明,绿地商务楼精装,二室一厅,6,57,140万元,房产中介
1712005,崇明,万安仓kk,二室户,4,40,105万元,房产中介
1712004,崇明,小港双南新装二年,二室一厅,3,55,113万元,房产中介
1712003,崇明,玉环新村双南房,三室一厅,2,80,188万元,房产中介
1712002,崇明,西门南村急卖,一室一厅,3,40,101万元,房产中介
1712001,崇明,西门南村豪华装,二室一厅,6,47,112万元,房产中介
1712000,崇明,西门南村急卖,二室一厅,4,57,125万元,房产中介
1711999,崇明,甘霖坊急卖z,二室二厅,4,102,230万元,房产中介
1711998,崇明,明南精装修,二室二厅,1,80,142万元,房产中介
1711997,崇明,亚通水岸z,二室二厅,5,80,207万元,房产中介
1711996,崇明,小西�砉稻�装房,二室户,2,40,95万元,房产中介
1711995,崇明,东观潮双南急卖,三室一厅,5,78,150万元,房产中介
1711991,崇明,明珠花园精装@,三室二厅,2,126,238万元,房产中介
1711989,崇明,天赐景城精装z,三室二厅,1,116,325万元,房产中介
1711988,崇明,小港新村4楼,二室一厅,4,62,115万元,房产中介
1711985,崇明,小港新村急卖z,二室一厅,4,62,113万元,房产中介
1711980,崇明,东观潮精装双南,三室一厅,4,103,240万元,房产中介
1711979,崇明,明珠花苑2楼精装,二室二厅,2,102,173万元,房产中介
1711978,崇明,金珠A区豪装,二室户,3,61,132万元,房产中介
1711976,崇明,玉环新村2楼双南,二室一厅,2,67,145万元,房产中介
1711973,崇明,兴贤街双南急卖z,三室一厅,4有钥匙,74,172万元,房产中介
1711971,崇明,明南急售,二室二厅,3,91,150万元,房产中介
1711968,崇明,静南二期,二室二厅,4,91,155万元,房产中介
1711965,崇明,静南二期,二室二厅,4,82,160万元,房产中介
1711963,崇明,长江农场全新精装,二室一厅,3,50,58万元,房产中介
1711962,崇明,明珠花园,二室二厅,4,100,205万元,房产中介
1711958,崇明,海天景苑,二室二厅,5,93,210万元,房产中介
1711957,崇明,天赐精装@,三室二厅,5复6,129,365万元,房产中介
1711956,崇明,西门南村,二室户,3,40,103万元,房产中介
1711955,崇明,东门新村2楼精装ok,二室一厅,2,54,128万元,房产中介
1711954,崇明,永凤花园,三室二厅,1,127,265万元,房产中介
1711953,崇明,小港新村双南OK,二室一厅,4,62,118万元,房产中介
1711952,崇明,明南佳苑,三室二厅,4,107,188万元,房产中介
1711951,崇明,管弄,二室一厅,2,51,123万元,房产中介
1711950,崇明,金珠b区精装房,三室二厅,2,115,210万元,房产中介
1711949,崇明,明南二期豪装急z,三室二厅,4,136,242万元,房产中介
1711948,崇明,西门南村2楼精装ok,一室一厅,2,40,96万元,房产中介
1711947,崇明,金珠花苑,二室二厅,4,93,190万元,房产中介
1711946,崇明,新崇西路双南,三室二厅,4,121,263万元,房产中介
1711945,崇明,明南二期,二室二厅,4,89,155万元,房产中介
1711944,崇明,永凤花园精装@,三室一厅,3,92,220万元,房产中介
1711943,崇明,西门南村精装OK,二室一厅,4,50,120万元,房产中介
1711942,崇明,北门一村双南房,二室一厅,4,63,153万元,房产中介
1711941,崇明,西门北村,二室一厅,4,43,95万元,房产中介
1711940,崇明,海岛星城,二室二厅,5,83,215万元,房产中介
1711939,崇明,明珠花园,未填,1,116,215万元,房产中介
1711938,崇明,西门南村精装OK,一室一厅,4,40,96万元,房产中介
1711936,崇明,永凤花园,三室一厅,3,91,199万元,房产中介
1711935,崇明,永凤花园,三室一厅,3,91,200万元,房产中介
1711934,崇明,天赐景城精装房,三室一厅,1,116,325万元,房产中介
1712035,崇明,怡祥居精装,三室二厅,6,125,268万元,房产中介
1712033,崇明,宝岛精装,三室二厅,2,123,285万元,房产中介
